raw_content	username	tweet_published_at	type	cleaned_content	mention
woy degdegan bgt besok official announcementnya @coldplay 😭😭	___npj___	2023-05-08 17:53:34+07	tweet	['woy', 'degdegan', 'besok', 'official', 'announcementnya']	['coldplay']
Mau open jasa war konser coldplay nanti kalo udah confirmed. Staytuned yakksss🙌🏻 #Coldplay @coldplay	gerra_store	2023-05-08 17:51:22+07	tweet	['open', 'jasa', 'war', 'konser', 'coldplay', 'kalo', 'confirmed', 'staytuned', 'yakksss', 'coldplay']	['coldplay']
@SyazwanieAney HAHAHA demi COLDPLAY,kita harus bersatu padu 😂	zattysapinaz	2023-05-08 17:49:53+07	replied_to	['hahaha', 'coldplay', 'satu', 'padu']	['SyazwanieAney']
@NrlNatasa natasa ready beli coldplay ya	amiamiamirul	2023-05-08 17:48:55+07	replied_to	['natasa', 'ready', 'beli', 'coldplay']	['NrlNatasa']
@taurunians @GreenDay tahun ini coldplay, tahun depan keknya makin rame njii yang dateng ke indo wkwk	myrezandy	2023-05-08 17:37:25+07	replied_to	['coldplay', 'kek', 'rame', 'njii', 'dateng', 'indo']	['taurunians', 'GreenDay']
"@meinmokhtar Dari experience aku pi tgk Coldplay susah tgk ada section VIP
Depa ada standing dgn seating je"	Faez_Luqman	2023-05-08 17:37:25+07	replied_to	['experience', 'pi', 'tgk', 'coldplay', 'susah', 'tgk', 'section', 'vip', 'depa', 'standing', 'dgn', 'seating', 'je']	['meinmokhtar']
"@sdnarm Rencana sih itu pak nnt pas kesana sekalian ganti batree 
Bapak nntn Coldplay juga ??"	aand_tjg	2023-05-08 16:36:17+07	replied_to	['rencana', 'nnt', 'kesana', 'ganti', 'batree', 'nntn', 'coldplay']	['sdnarm']
@Prayingaftersad @santo91192 @BonnySidharta coldplay bukan selera saya, selebihnya no comment	FOUR4thcool	2023-05-08 17:30:18+07	replied_to	['coldplay', 'selera', 'lebih', 'no', 'comment']	['Prayingaftersad', 'santo91192', 'BonnySidharta']
@MUSIKMENFESS harusnya ganti Coldplay	whenyouslip	2023-05-08 17:12:33+07	replied_to	['ganti', 'coldplay']	['MUSIKMENFESS']
"@yellow2_4 Sampe detik ini aku masih gamau percaya coldplay beneran ke indo. Krn takut cuma zonk :(
Tp dibilang pengen nonton ya pengen, tp ngerasa ga mungkin aja coldplay ke indo"	fryynda	2023-05-08 16:06:20+07	replied_to	['sampe', 'detik', 'gamau', 'percaya', 'coldplay', 'beneran', 'indo', 'krn', 'takut', 'zonk', 'bilang', 'nonton', 'ngerasa', 'coldplay', 'indo']	['yellow2_4']
@aand_tjg Ke Tangerang sekalian nonton Coldplay	sdnarm	2023-05-08 16:33:03+07	replied_to	['tangerang', 'nonton', 'coldplay']	['aand_tjg']
@tseIkomseI We the fest ada the 1975 dkk tapi Coldplay juga seru bat euphorianya:)	nawaitujulid	2023-05-08 16:26:01+07	tweet	['we', 'fest', 'coldplay', 'seru', 'bat', 'euphorianya']	['tseIkomseI']
@butterflels coldplay juga mauuu	susahingett	2023-05-08 15:38:18+07	replied_to	['coldplay', 'mauuu']	['butterflels']
@chittenyawn Kalau nggak coldplay ya smtown gas	Hendrayyyi	2023-05-08 15:28:58+07	replied_to	['nggak', 'coldplay', 'smtown', 'gas']	['chittenyawn']
@zergg bajet tkde. nak beli coldplay 😭	kaljerr	2023-05-08 15:28:40+07	replied_to	['bajet', 'tkde', 'beli', 'coldplay']	['zergg']
"@MUSIKMENFESS alhamdulillah masih boleh muter lagu2nya band terbaik sejagad raya

@coldplay"	reddroopyeyes	2023-05-08 15:25:21+07	replied_to	['muter', 'lagu', 'band', 'baik', 'sejagad', 'raya']	['MUSIKMENFESS', 'coldplay']
@501Awani Tak nak keluarkan pun xpe la,janji bagi band Coldplay masuk Malaysia 🥰	hawazakiah	2023-05-08 15:21:52+07	replied_to	['keluar', 'xpe', 'la', 'janji', 'band', 'coldplay', 'masuk', 'malaysia']	['501Awani']
Perasaan coldplay gk bagusnya dah, gk kaya @NTRL_official	SiwonRhoi	2023-05-08 14:35:47+07	tweet	['asa', 'coldplay', 'bagus', 'dah', 'kaya']	['NTRL_official']
@mrjml738 weh kalau ada apa2 announcement coldplay roger2 gk aaa tkot missed	k_fourd	2023-05-08 14:27:39+07	tweet	['weh', 'announcement', 'coldplay', 'roger', 'aaa', 'tkot', 'missed']	['mrjml738']
@heppiney coldplay harus yg lain ga dlu	nomatterwhhat	2023-05-08 14:21:32+07	replied_to	['coldplay', 'dlu']	['heppiney']
@shalmauyee bismillah joki setahun sekali kepake buat war tiket coldplay😎🤚	flovvercr0wn	2023-05-09 05:56:58+07	replied_to	['joki', 'tahun', 'kepake', 'war', 'tiket', 'coldplay']	['shalmauyee']
bismillah semoga emang rejekinya bisa nonton @coldplay 🥹🤲🏻 https://t.co/CmKvaJ8rXY	dwaifuku	2023-05-09 00:55:32+07	tweet	['moga', 'rejekinya', 'nonton']	['coldplay']
@sunfl0werr_bby Coldplay jom ayuh !!!	novanattt	2023-05-08 13:29:56+07	replied_to	['coldplay', 'jom', 'ayuh']	['sunfl0werr_bby']
"@xallehrazax Kini, Coldplay menjadi sohor di seluruh media sosial sebab terdapat sebab yang berita di jalanan mengatakan bahawa kumpulan rock British akan secara rasmi mengumumkan Jelajah Asia mereka tidak lama lagi.

https://t.co/uRYHBUKn3H"	PostMalaysia	2023-05-08 13:29:01+07	replied_to	['coldplay', 'sohor', 'media', 'sosial', 'berita', 'jalan', 'bahawa', 'kumpul', 'rock', 'british', 'rasmi', 'umum', 'jelajah', 'asia']	['xallehrazax']
"@ColdplayMsia @coldplay Kini, Coldplay menjadi sohor di seluruh media sosial sebab terdapat sebab yang berita di jalanan mengatakan bahawa kumpulan rock British akan secara rasmi mengumumkan Jelajah Asia mereka tidak lama lagi.

https://t.co/uRYHBUKn3H"	PostMalaysia	2023-05-08 13:27:49+07	replied_to	['coldplay', 'sohor', 'media', 'sosial', 'berita', 'jalan', 'bahawa', 'kumpul', 'rock', 'british', 'rasmi', 'umum', 'jelajah', 'asia']	['ColdplayMsia', 'coldplay']
@koiltv Kira kira kaya Coldplay lah ya?	alcacoq	2023-05-08 13:21:51+07	replied_to	['kaya', 'coldplay']	['koiltv']
@muhaeim @twatwamasi Bagus2 lagu coldplay mas, vokalisnya skrg ketua umum PSI 🙏🏾	daharhimas	2023-05-08 13:08:26+07	replied_to	['bagus', 'lagu', 'coldplay', 'vokalis', 'skrg', 'ketua', 'psi']	['muhaeim', 'twatwamasi']
@indss__ GA karna lo lg mau nonton coldplay aja!	keysavir	2023-05-09 00:24:22+07	replied_to	['karna', 'nonton', 'coldplay']	['indss__']
@tiararahma278 @missoriginalsix @IDWantsColdplay @coldplay Bisa deh kalau engga salah, nanti juga dispill sama promotornya cara beli tiketnya gimana	ivlcecy	2023-05-09 00:59:00+07	replied_to	['deh', 'engga', 'salah', 'dispill', 'promotor', 'beli', 'tiket', 'gimana']	['tiararahma278', 'missoriginalsix', 'IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay emang begitu announce langsung buka penjualan tiket ?	rohitsebastiian	2023-05-09 00:52:00+07	replied_to	['announce', 'langsung', 'buka', 'jual', 'tiket']	['IDWantsColdplay', 'coldplay']
@missoriginalsix @IDWantsColdplay @coldplay Engga nanti itu kan pake website indonesia pasti pembayaran pake bank bca dll. Setauku pas westlife itu dia pake loket com pembayaran bisa virtual acc mandiri, bca dll gitu sama master card bisa	ivlcecy	2023-05-09 00:51:50+07	replied_to	['engga', 'pake', 'website', 'indonesia', 'bayar', 'pake', 'bank', 'tau', 'westlife', 'pake', 'loket', 'com', 'bayar', 'virtual', 'acc', 'mandiri', 'master', 'card']	['missoriginalsix', 'IDWantsColdplay', 'coldplay']
"@ichinnow Betul. Apalagi itu konser hari weekdays. 

Cuma ada orang ngaku tajir tapi soal nonton Coldplay takut ga dapat war lah apa lah"	To_gethr	2023-05-09 00:15:02+07	replied_to	['konser', 'weekdays', 'orang', 'ngaku', 'tajir', 'nonton', 'coldplay', 'takut', 'war']	['ichinnow']
@IDWantsColdplay @coldplay bismillah ticketingnya kgk deket2 ini	honeysnowie	2023-05-09 00:44:39+07	replied_to	['ticketingnya', 'kgk', 'deket']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Bismillah dulu kalo ngewarr tangan gue wangi amin amin 🙏	parkjiuve	2023-05-09 00:44:35+07	replied_to	['kalo', 'ngewarr', 'tangan', 'wangi', 'amin', 'amin']	['IDWantsColdplay', 'coldplay']
@coldplay lu konser lebih dari sehari jg pst abisssss ngapa cuma sehari	masasihguys	2023-05-09 00:38:55+07	tweet	['konser', 'pst', 'abisssss', 'ngapa']	['coldplay']
@IDWantsColdplay @coldplay BENERAN GA SI	myoongiest	2023-05-09 00:29:38+07	replied_to	['beneran']	['IDWantsColdplay', 'coldplay']
"@ezash Gamuluk muluk deh pengennya sih oasis tapi gamungkin 😅
jadi semoga aja nanti bisa kedapetan tiket coldplay"	Hbondurants	2023-05-09 00:22:20+07	replied_to	['gamuluk', 'muluk', 'deh', 'ken', 'oasis', 'gamungkin', 'moga', 'kedapetan', 'tiket', 'coldplay']	['ezash']
Signal loading to 100% #MOTSWT 📡👽🇮🇩• 95% easter eggs telah menunjukan arah yang positif, namun kebahagian tak lengkap tanpa konfirmasi langsung dari @coldplay | Annoucement Soon 09.05.23. Let’s wait and see, I  will forever love this legend hashtag : #INDONESIAWANTSCOLDPLAY 🇮🇩 https://t.co/BXkNMUzDUS	IDWantsColdplay	2023-05-09 00:15:39+07	tweet	['signal', 'loading', 'motswt', 'easter', 'eggs', 'tunjuk', 'positif', 'kebahagian', 'lengkap', 'konfirmasi', 'langsung', 'annoucement', 'soon', 'let', 's', 'wait', 'and', 'see', 'i', 'will', 'forever', 'love', 'this', 'legend', 'hashtag', 'indonesiawantscoldplay']	['coldplay']
@IDWantsColdplay @coldplay BISMILLAH YA ALLAH DAPET TIKET COLDPLAY AAMIINNNNN	nearbyouu	2023-05-09 00:11:16+07	replied_to	['dapet', 'tiket', 'coldplay', 'aamiinnnnn']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Manifesting, dapat tiket Coldplay bulan November di GBK tribun tengah ngadep stage 🙏 see you 👋	hnnyhtr	2023-05-09 00:19:04+07	replied_to	['manifesting', 'tiket', 'coldplay', 'november', 'gbk', 'tribun', 'ngadep', 'stage', 'see']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Mau nangis dari sekarang 😭😭😭	ajengnherself	2023-05-09 00:18:42+07	replied_to	['nang']	['IDWantsColdplay', 'coldplay']
@ifeelsg00d @IDWantsColdplay @coldplay kalo sekelas artis gede bakal buat web sendiri kak, klo promotornya PK pasti web sendiri	crysstalitas	2023-05-09 00:18:02+07	replied_to	['kalo', 'kelas', 'artis', 'gede', 'web', 'promotor', 'pk', 'web']	['ifeelsg00d', 'IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay penjualan tiketnya biasanya dmn	ifeelsg00d	2023-05-09 00:16:17+07	replied_to	['jual', 'tiket', 'dmn']	['IDWantsColdplay', 'coldplay']
@kikiauliaucup Coldplay jadi maen di purwodadi kan ini	FakeTaeji	2023-05-09 00:13:07+07	replied_to	['coldplay', 'maen', 'purwodadi']	['kikiauliaucup']
@IDWantsColdplay @coldplay pk nya jg uda post di feeds😭😭😭	anichaaw	2023-05-09 00:10:21+07	replied_to	['pk', 'uda', 'post', 'feeds']	['IDWantsColdplay', 'coldplay']
@chitattooes Biar BL sekaligus fans Coldplay bingung pilih mau war tiket yg mana kali ya? 😅😅	niwayanbudiasih	2023-05-09 05:51:32+07	replied_to	['biar', 'bl', 'fans', 'coldplay', 'bingung', 'pilih', 'war', 'tiket']	['chitattooes']
ITS COMING! Minplay pleased to inform that the dream team @PK_ent_id  x @TEMGMT for #ColdplayJakarta 🇮🇩	IDWantsColdplay	2023-05-08 21:15:16+07	replied_to	['its', 'coming', 'minplay', 'pleased', 'inform', 'that', 'dream', 'team', 'x', 'for', 'coldplayjakarta']	['PK_ent_id', 'TEMGMT']
@IDWantsColdplay @coldplay Semoga dapet tiketnya😭	FaniKur_1	2023-05-09 00:07:08+07	replied_to	['moga', 'dapet', 'tiket']	['IDWantsColdplay', 'coldplay']
@ezash @Leanansidheee ayo coldplay wkwk	mercuryinureyes	2023-05-09 00:05:53+07	replied_to	['ayo', 'coldplay']	['ezash', 'Leanansidheee']
@nablabliblu @siregrawr @IDWantsColdplay @coldplay aku book yaah	mhdfachrozyy	2023-05-09 00:02:53+07	replied_to	['book', 'yaah']	['nablabliblu', 'siregrawr', 'IDWantsColdplay', 'coldplay']
@aldysuhanda_ Butuh duit buat nonton coldplay 😭	Siskayuniarr	2023-05-08 23:59:12+07	replied_to	['butuh', 'duit', 'nonton', 'coldplay']	['aldysuhanda_']
@tvindonesiawkwk Coldplay mah apaan wkwwkk	AjiPramanaPutra	2023-05-08 23:53:21+07	replied_to	['coldplay', 'wkwwkk']	['tvindonesiawkwk']
@IDWantsColdplay @realmasen @coldplay bismillah ya suga udh gadapet masa coldplay gadapet jg	ratuferag	2023-05-08 23:42:20+07	replied_to	['suga', 'gadapet', 'coldplay', 'gadapet']	['IDWantsColdplay', 'realmasen', 'coldplay']
@kikiauliaucup Coldplay jadi main di Tegal ini jelass	Fana_ni_	2023-05-08 23:39:25+07	replied_to	['coldplay', 'main', 'tegal', 'jelass']	['kikiauliaucup']
@sbyfess konser coldplay WKWKWKWKK	ainthyunjae	2023-05-08 23:39:21+07	replied_to	['konser', 'coldplay', 'wkwkwkwkk']	['sbyfess']
@IDWantsColdplay @coldplay Dengan doa mama aku ingin nyanyi owaaa owaaa owaaaa	kodskodss	2023-05-08 23:37:32+07	replied_to	['doa', 'mama', 'nyanyi', 'owaaa', 'owaaa', 'owaaaa']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay @lifeofronald siap2 naik bungs	MIrfanMaulana_	2023-05-08 23:32:11+07	replied_to	['bungs']	['IDWantsColdplay', 'coldplay', 'lifeofronald']
"@yourbedgvrl Pentingnya punya tabungan:
Dana darurat
Dana pensiun
Dana nonton coldplay"	janganage	2023-05-08 23:33:05+07	replied_to	['tabung', 'dana', 'darurat', 'dana', 'pensiun', 'dana', 'nonton', 'coldplay']	['yourbedgvrl']
@darpsn @IDWantsColdplay @coldplay @odeliaagth @namanyanugo Gabisa gue diginiin 🫠	hasbiiim	2023-05-08 23:28:38+07	replied_to	['gabisa', 'diginiin']	['darpsn', 'IDWantsColdplay', 'coldplay', 'odeliaagth', 'namanyanugo']
@IDWantsColdplay @coldplay Paling takut warnya	sftrfhdahoran_	2023-05-08 23:26:27+07	replied_to	['takut', 'warnya']	['IDWantsColdplay', 'coldplay']
@jakartainrain @snaosap @IDWantsColdplay @coldplay Kaak aku open nihh https://t.co/Ba1GCZGwjp	ardsandd	2023-05-08 23:25:51+07	replied_to	['kaak', 'open', 'nihh']	['jakartainrain', 'snaosap', 'IDWantsColdplay', 'coldplay']
Nah ini promotornya @coldplay gengs, serbu aja besok diumumin https://t.co/f25doOq5Kl	MARXXDIE	2023-05-08 23:25:25+07	tweet	['promotor', 'gengs', 'serbu', 'besok', 'diumumin']	['coldplay']
@IDWantsColdplay @coldplay Tanya dong, untuk penjualan tiket dimulai besok ya	dirubungsemut	2023-05-08 23:21:41+07	replied_to	['jual', 'tiket', 'besok']	['IDWantsColdplay', 'coldplay']
@402mrq @IDWantsColdplay @coldplay @bodo0amat Gas bib	ciummatahari	2023-05-08 23:20:54+07	replied_to	['gas', 'bib']	['402mrq', 'IDWantsColdplay', 'coldplay', 'bodo0amat']
@IDWantsColdplay @coldplay MAU TANYA PLS,, klo beli di webnya nnt paymentnya gmn deh? Pake dollar?	missoriginalsix	2023-05-08 23:14:45+07	replied_to	['pls', 'beli', 'webnya', 'nnt', 'paymentnya', 'gmn', 'deh', 'pake', 'dollar']	['IDWantsColdplay', 'coldplay']
@DeVale_Yellow46 Dari dulu selalu suka konser Coldplay, terutama yang di Paris 💯	itsmeraka101	2023-05-08 23:09:25+07	tweet	['suka', 'konser', 'coldplay', 'paris']	['DeVale_Yellow46']
@GhibahNaqMetal 1 menit mendengarkan coldplay https://t.co/qCrBB6P0Mg	ArielSetrap	2023-05-08 23:08:57+07	replied_to	['menit', 'dengar', 'coldplay']	['GhibahNaqMetal']
@IDWantsColdplay @coldplay @laaboomie bel azab apasi 2023 ke indo smua	thvaifaivu	2023-05-08 23:05:38+07	replied_to	['bel', 'azab', 'apas', 'indo', 'smua']	['IDWantsColdplay', 'coldplay', 'laaboomie']
@IDWantsColdplay @coldplay @bodo0amat @ciummatahari gaskan	402mrq	2023-05-08 23:03:46+07	replied_to	['gas']	['IDWantsColdplay', 'coldplay', 'bodo0amat', 'ciummatahari']
@IDWantsColdplay @coldplay Ini bukan mimpi ges	diskalpas	2023-05-08 23:02:22+07	replied_to	['mimpi', 'ges']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay War ticket segera dimulai 😭😭😭🥲	alfnsla_	2023-05-08 22:59:12+07	replied_to	['war', 'ticket']	['IDWantsColdplay', 'coldplay']
@snaosap @jakartainrain @IDWantsColdplay @coldplay Wahh dapet kak di bwah 300? Kmren suga kayanya kebanyakan 500 ke atas 😭	pnksbbs	2023-05-08 22:58:53+07	replied_to	['wahh', 'dapet', 'bwah', 'kmren', 'suga', 'kaya', 'banyak']	['snaosap', 'jakartainrain', 'IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Semoga bisa SEBAGUS dan SETERTIB seperti pas di singapore kemarin.. the best concert ever❤️❤️	MercyOktyasari	2023-05-08 22:58:11+07	replied_to	['moga', 'bagus', 'tertib', 'singapore', 'kemarin', 'best', 'concert', 'ever']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Bismillah semoga dapat tiket nya 😭😭😭	ssanmzz	2023-05-08 22:57:05+07	replied_to	['moga', 'tiket']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Fix nabung se @mimmimomo @yashhbabyygurlz	miniiimochii	2023-05-08 22:52:01+07	replied_to	['fix', 'nabung']	['IDWantsColdplay', 'coldplay', 'mimmimomo', 'yashhbabyygurlz']
@ColdplayMsia Min, kalau Coldplay update sales in local time contoh 10am maknanya kita ikut waktu macam mana ya?	lianakhairi	2023-05-08 22:46:51+07	replied_to	['min', 'coldplay', 'update', 'sales', 'local', 'time', 'am', 'makna']	['ColdplayMsia']
@IDWantsColdplay @coldplay yaAllah yaAllah😭	elvkns	2023-05-08 22:46:40+07	replied_to	['yaallah', 'yaallah']	['IDWantsColdplay', 'coldplay']
"@tvindonesiawkwk ""Jelek"" itu nggak spesifik dan nggak ada acuannya. Kalo nggak suka Coldplay karena lagunya melow, atau karena terlalu banyak synth, atau karena suaranya Chris nggak cocok, itu lebih jelas."	sisteminforman	2023-05-08 22:35:54+07	replied_to	['jelek', 'nggak', 'spesifik', 'nggak', 'acu', 'kalo', 'nggak', 'suka', 'coldplay', 'lagu', 'melow', 'synth', 'suara', 'chris', 'nggak', 'cocok']	['tvindonesiawkwk']
@Adhit_Android Secara obyektif musikalitasnya Coldplay itu bagus, paling bagus di antara band britpop dan New wave yang ada. Tapi kalo yang selera musiknya masih bluesy kayak gua ini, secara subyektif agak susah suka sama Coldplay karena musiknya terlalu simple dan kurang rumit. 🙏	ivankojiro	2023-05-08 22:43:35+07	replied_to	['obyektif', 'musikalitas', 'coldplay', 'bagus', 'bagus', 'band', 'britpop', 'new', 'wave', 'kalo', 'selera', 'musik', 'bluesy', 'kayak', 'subyektif', 'susah', 'suka', 'coldplay', 'musik', 'simple', 'rumit']	['Adhit_Android']
@ranmouri17 Coldplay wkwkk	p_supp	2023-05-08 22:42:53+07	replied_to	['coldplay', 'wkwkk']	['ranmouri17']
@Nuythvia Kalo coldplay ada yg sejutaan gas sih🤣🤣	minie__min	2023-05-08 22:41:50+07	replied_to	['kalo', 'coldplay', 'juta', 'gas']	['Nuythvia']
@IDWantsColdplay @coldplay tolong war tiketnya nnti nnti aja	kahfibimaaa	2023-05-08 22:35:48+07	replied_to	['tolong', 'war', 'tiket', 'nnti', 'nnti']	['IDWantsColdplay', 'coldplay']
@glazzydunat Bmth ngga masa Coldplay ngga	fv_k0ff	2023-05-08 22:40:11+07	tweet	['bmth', 'coldplay']	['glazzydunat']
@kikiauliaucup presscon coldplay jam 10 pagi ya cup?	RIFart7	2023-05-08 22:39:50+07	replied_to	['presscon', 'coldplay', 'jam', 'pagi', 'cup']	['kikiauliaucup']
@tvindonesiawkwk Kecuali secara teknis emang personil Coldplay kagak bisa main alat musik atau kagak bisa nyanyi, nah itu jelas 'jelek'-nya gimana. Tapi kan ini kagak.	sisteminforman	2023-05-08 22:36:54+07	replied_to	['teknis', 'personil', 'coldplay', 'kagak', 'main', 'alat', 'musik', 'kagak', 'nyanyi', 'jelek', 'gimana', 'kagak']	['tvindonesiawkwk']
@HavocCikb Cikb pegi konsert coldplay ke	aisyajade	2023-05-08 22:36:15+07	replied_to	['cikb', 'pegi', 'konsert', 'coldplay']	['HavocCikb']
@hoemeera Ini mesti sbb nak pergi Coldplay ni😂	alphababess	2023-05-08 22:34:50+07	tweet	['sbb', 'pergi', 'coldplay']	['hoemeera']
"Kalau 18 udah di Perth, berarti emang besar kemungkinan di Indo cuma sehari 🥲🥲

Pak saya nunggunya dari jaman SMA lho pak, mbuk dikasi dua hari di GBKnya pak @coldplay 🥲🥲🥲"	frdnchn	2023-05-08 22:34:14+07	tweet	['perth', 'indo', 'nunggunya', 'jaman', 'sma', 'lho', 'mbuk', 'kasi', 'gbknya']	['coldplay']
@pptryyn @IDWantsColdplay @tamagachaa @coldplay aamiin Ya Allah	neomujeowa	2023-05-08 22:21:39+07	replied_to	['aamiin']	['pptryyn', 'IDWantsColdplay', 'tamagachaa', 'coldplay']
@twtfromhves @IDWantsColdplay @coldplay Irit irit irit, taunya gak kebagian tiket😭	foniiraah	2023-05-08 22:33:29+07	replied_to	['irit', 'irit', 'irit', 'tau', 'bagi', 'tiket']	['twtfromhves', 'IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Yaallah Yaallah	lahkooogitu	2023-05-08 22:09:53+07	replied_to	['yaallah', 'yaallah']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Mangats  ya, gpp tabukan kewong kepake dulu @fooooooni	twtfromhves	2023-05-08 22:30:53+07	replied_to	['mangats', 'gpp', 'tabu', 'wong', 'kepake']	['IDWantsColdplay', 'coldplay', 'fooooooni']
@raindr15 imma saving up, padahal pengen coldplay + skz klo bisa sekali lagi, tp klo PT ya PT dulu lah, once in a life time soalnya🥹🥹	bbangcharm	2023-05-08 22:30:23+07	tweet	['imma', 'saving', 'up', 'coldplay', 'skz', 'pt', 'pt', 'once', 'a', 'life', 'time']	['raindr15']
Fix yg bawa coldplay @PK_ent_id aaakkkk kereennnyaaaa❤️❤️❤️❤️❤️	pucukpuun	2023-05-08 22:27:04+07	tweet	['fix', 'bawa', 'coldplay', 'aaakkkk', 'kereennnyaaaa']	['PK_ent_id']
@kikiauliaucup Coldplay maunya main di Nganjuk nih pasti	tidak_van	2023-05-08 22:25:23+07	replied_to	['coldplay', 'mau', 'main', 'nganjuk']	['kikiauliaucup']
@IDWantsColdplay @coldplay Gw pesimis bgt gaakan dapet lg	tasyiew	2023-05-08 22:25:13+07	replied_to	['pesimis', 'gaakan', 'dapet']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay Izinkan aku berada di sana untuk menonton coldplay ya allah, aamiin 😭🤲🏻	pencintatekwan	2023-05-08 22:24:38+07	replied_to	['izin', 'tonton', 'coldplay', 'aamiin']	['IDWantsColdplay', 'coldplay']
@tanyakanrl Tiket coldplay sih nonton bareng kalian gituloh	akunakamasejati	2023-05-08 22:24:37+07	replied_to	['tiket', 'coldplay', 'nonton', 'bareng', 'gituloh']	['tanyakanrl']
@IDWantsColdplay @coldplay Ooh ini yg nyanyi oaa oaa itu ya?	dikifahmii	2023-05-08 22:23:35+07	replied_to	['ooh', 'nyanyi', 'oaa', 'oaa']	['IDWantsColdplay', 'coldplay']
Udah bwang, aye mau nonton @coldplay bwang 🤧	ayhers	2023-05-08 22:21:01+07	retweet	['bwang', 'aye', 'nonton', 'bwang']	['coldplay']
@IDWantsColdplay @coldplay Gw makin ketar ketir yaAllah	eggncheese_	2023-05-08 22:19:31+07	replied_to	['ketar', 'tir', 'yaallah']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay kata w buka jastip fee sejuta juga masih laku @nablabliblu	rifkinism	2023-05-08 22:17:50+07	replied_to	['w', 'buka', 'jastip', 'fee', 'juta', 'laku']	['IDWantsColdplay', 'coldplay', 'nablabliblu']
@IDWantsColdplay @coldplay Yg nonton blekpink kemaren di seat paling murah, kasi liat foto pov-nya donk 😅	irbefida	2023-05-08 22:16:36+07	replied_to	['nonton', 'blekpink', 'kemaren', 'seat', 'murah', 'kasi', 'liat', 'foto', 'pov', 'donk']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay bismillah bangeettttt🤲🏼	ryhnibnu	2023-05-08 22:15:47+07	replied_to	['bangeettttt']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay asliii takut banget bang	meonginparis	2023-05-08 22:14:48+07	replied_to	['asliii', 'takut']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay @nurfaiq_azzamd hmm promotornya sama kyk Radwimps	HaykalV2	2023-05-08 21:59:35+07	replied_to	['hmm', 'promotor', 'kyk', 'radwimps']	['IDWantsColdplay', 'coldplay', 'nurfaiq_azzamd']
@IDWantsColdplay @coldplay YaAllah tolong hamba🤲	biutyfulsparks	2023-05-08 22:13:17+07	replied_to	['yaallah', 'tolong', 'hamba']	['IDWantsColdplay', 'coldplay']
@kizzadoesstuff kapan lagi coldplay ke jkt 🤷🏻‍♀️	h4chikkko0	2023-05-08 22:10:51+07	replied_to	['coldplay', 'jkt']	['kizzadoesstuff']
@IDWantsColdplay @coldplay KUMPUL LO PADAA AKUN JASTIPPP	_ramadhhn	2023-05-08 22:05:19+07	replied_to	['kumpul', 'padaa', 'akun', 'jastippp']	['IDWantsColdplay', 'coldplay']
PLEASE TUNGGU SAYA GAJIAN DULU @coldplay	tawakkaI	2023-05-08 22:02:46+07	tweet	['please', 'tunggu', 'gaji']	['coldplay']
@IDWantsColdplay @coldplay besok ya banh?	tinfeu	2023-05-08 22:02:36+07	replied_to	['besok', 'banh']	['IDWantsColdplay', 'coldplay']
@Auli_alr @IDWantsColdplay @coldplay Emang segitu deh kak keliatannya karna demand tinggi	pnksbbs	2023-05-08 22:01:20+07	replied_to	['deh', 'liat', 'karna', 'demand']	['Auli_alr', 'IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay YA ALLAH BISMILLAH	lyfeisgewd	2023-05-08 22:00:36+07	replied_to	[]	['IDWantsColdplay', 'coldplay']
"@IDWantsColdplay @coldplay ""apa yah yg kira2 bisa kujual?"" ""apakah ini saatnya kita menggunakan ktp?""😊"	shellamrth	2023-05-08 21:59:52+07	replied_to	['yah', 'jual', 'ktp']	['IDWantsColdplay', 'coldplay']
@IDWantsColdplay @coldplay bismillah	sunkich	2023-05-08 21:55:14+07	replied_to	[]	['IDWantsColdplay', 'coldplay']
@txtfromthoughts hai kita open jastip buat tiket coldplay ina  dan biasa ngewar juga ya^^	tixseoulution	2023-05-08 21:59:34+07	replied_to	['hai', 'open', 'jastip', 'tiket', 'coldplay', 'ina', 'ngewar']	['txtfromthoughts']
@IDWantsColdplay @coldplay Ya Allah 🥹🥺	piw__pipiw	2023-05-08 21:58:19+07	replied_to	[]	['IDWantsColdplay', 'coldplay']
